SAP_CODE,DATE,MATERIAL,UNIT_OF_MEASURE,QUANTITY,DELIVERY_NOTE_N°,SUPPLIER,UNIT_PRICE_USD
2E18C0F5,2024-12-02,INDUSTRIAL BREAKER OF 1250 AMP,,3,SDO-FO-ADC-02,GENERAL SERVICES & LOGISTICS CO.,4500.0
E4B527AA,2024-12-02,COPPER BARS 50 CM LONG X 40 MM WIDE X 10 MM THICK,UNIT,6,SDO-FO-ADC-02,ELECTRA-NETWORK SUPPLY,34.43
D6DD106E,2024-12-02,CABLE ARMORED INSTRUMENTATION 1 PAIR 16 AMG,METER,450,SDO-FO-ADC-02,ELECTRA-NETWORK SUPPLY,35.06
D6DD106E,2024-12-02,CABLE ARMORED INSTRUMENTATION 1 PAIR 16 AMG,METER,550,SDO-FO-ADC-02,ELECTRA-NETWORK SUPPLY,34.58
6DB15146,2024-12-02,DRY TRANSFORMER 45 KV,UNIT,1,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,34.43
6DB15146,2024-02-04,DRY TRANSFORMER 45 KV,UNIT,1,SDO-MNTO-24-002,INDUSTRIAL GLOBAL SOLUTIONS,34.63
03E21536,2024-12-04,POWER CABLE 3C 3/0,METER,800,SDO-MNTO-24-002,INDUSTRIAL GLOBAL SOLUTIONS,35.59
6DB15146,2024-12-04,DRY TRANSFORMER 45 KV,UNIT,1,SDO-MNTO-24-002,ELECTRA-NETWORK SUPPLY,35.59
A7FFED34,2024-12-04,PULLEY 4/5V850E FOR POZOZS,UNIT,8,SDO-NE-CP-02,INDUSTRIAL GLOBAL SOLUTIONS,34.38
13C8CDF2,2024-12-04,LOAD CLAMP FOR WHEATHERFORD WELLHEAD,UNIT,4,SDO-NE-CP-02,ELECTRA-NETWORK SUPPLY,35.18
2CCEF03C,2024-12-04,LOAD CLAMP FOR LIFTEQ WELLHEAD,UNIT,4,SDO-NE-CP-02,GENERAL SERVICES & LOGISTICS CO.,35.51
288A0230,2024-12-04,WELLHEAD STUD FOR WHEATHERFORD B1505,UNIT,4,SDO-NE-CP-02,ELECTRA-NETWORK SUPPLY,34.85
E9E77786,2024-12-06,"ELECTRIC MOTORS OF 75 HP ,460V,ROTEK BRAND",UNIT,6,SDO-FO,GENERAL SERVICES & LOGISTICS CO.,35.41
A7FFED34,2024-12-06,PULLEY 4/5V850E FOR POZOZS,UNIT,8,SDO MNTO 24 006,ELECTRA-NETWORK SUPPLY,35.65
13C8CDF2,2024-12-06,LOAD CLAMP FOR WHEATHERFORD WELLHEAD,UNIT,21,SDO MNTO 24 006,GENERAL SERVICES & LOGISTICS CO.,35.24
2CCEF03C,2024-12-06,LOAD CLAMP FOR LIFTEQ WELLHEAD,UNIT,6,SDO MNTO 24 006,GENERAL SERVICES & LOGISTICS CO.,35.06
288A0230,2024-12-06,WELLHEAD STUD FOR WHEATHERFORD B1505,UNIT,21,SDO MNTO 24 006,ELECTRA-NETWORK SUPPLY,34.46
937773A4,2024-12-06,"HUB BUSHING E 2-7/8""",UNIT,2,SDO MNTO 24 006,INDUSTRIAL GLOBAL SOLUTIONS,34.56
791EF748,2024-12-06,SCREW WITH PRESSURE WASHER,UNIT,100,SDO MNTO 24 004,INDUSTRIAL GLOBAL SOLUTIONS,34.6
D6DD106E,2024-12-06,CABLE ARMORED INSTRUMENTATION 1 PAIR 16 AMG,METER,598,SDO MNTO 24 004,GENERAL SERVICES & LOGISTICS CO.,34.4
D6DD106E,2024-12-06,CABLE ARMORED INSTRUMENTATION 1 PAIR 16 AMG,METER,1000,SDO MNTO 24 004,ELECTRA-NETWORK SUPPLY,34.71
0DF5432F,2024-12-07,PRESSURE TRANSMITTER 3051 RANGE 0 TO 300,UNIT,6,SDO PERF 24-0001,ELECTRA-NETWORK SUPPLY,34.7
03E21536,2024-12-07,POWER CABLE 3C 3/0,METER,1600,SDO PERF 24-0001,INDUSTRIAL GLOBAL SOLUTIONS,35.38
6BDEE6BA,2024-12-07,"6""/300 BALL VALVE",UNIT,1,SDO-MNTO-24-005,GENERAL SERVICES & LOGISTICS CO.,34.92
6BDEE6BA,2024-12-08,"6""/300 BALL VALVE",UNIT,1,SDO PERF 24-0001,GENERAL SERVICES & LOGISTICS CO.,35.55
69C2C8C4,2024-12-08,SMOOTH PIPE NIPPLES 5 1/2# LTC/BOX,UNIT,37,SDO PERF 24-0001,ELECTRA-NETWORK SUPPLY,35.46
65405306,2024-12-08,4 1/2 IN EUE 3000 PSI DRAIN VALVE,UNIT,30,SDO PERF 24-0001,GENERAL SERVICES & LOGISTICS CO.,34.65
ADCAEC9A,2024-12-08,"DRAIN VALVES 5 1/2"" LTC 3000 PSI",UNIT,7,SDO PERF 24-0001,ELECTRA-NETWORK SUPPLY,35.61
83A8067D,2024-12-08,"CROSSOVER 4 1/2"" EUE PIN X 5 1/2"" LTC BOX",UNIT,7,SDO PERF 24-0001,INDUSTRIAL GLOBAL SOLUTIONS,34.4
A9DC07EF,2024-12-08,"CROSSOVER 4 1/2"" EUE BOX X 5 1/2"" LTC PIN",UNIT,10,SDO PERF 24-0001,INDUSTRIAL GLOBAL SOLUTIONS,35.51
19DEEC2D,2024-12-08,"CROSSOVER 3 1/2"" EUE BOX X 4 1/2"" EUE PIN",UNIT,10,SDO PERF 24-0001,ELECTRA-NETWORK SUPPLY,34.97
9730CE49,2024-12-08,"CROSSOVER 3 1/2"" EUE PIN X 4 1/2"" EUE BOX",UNIT,10,SDO PERF 24-0001,INDUSTRIAL GLOBAL SOLUTIONS,34.56
88FD1905,2024-12-08,"CROSSOVER OF COMBINATION 5 1/2"" LTC PIN BTC BOX",UNIT,15,SDO PERF 24-0001,INDUSTRIAL GLOBAL SOLUTIONS,34.72
A7E28202,2024-12-08,"CROSSOVER OF COMBINATION 5 1/2"" BTC PIN LTC BOX",UNIT,10,SDO PERF 24-0001,GENERAL SERVICES & LOGISTICS CO.,35.39
5F40A897,2024-12-08,"BLIND PLUG 4 1/2 "" EUE BOX EXTREME RED",UNIT,8,SDO PERF 24-0001,ELECTRA-NETWORK SUPPLY,34.84
7B6370D6,2024-12-08,TORQUE ANCHOR 9 5/8,UNIT,18,SDO PERF 24-0001,GENERAL SERVICES & LOGISTICS CO.,35.08
19DEEC2D,2024-12-09,"CROSSOVER 3 1/2"" EUE BOX X 4 1/2"" EUE PIN",UNIT,2,SDO PERF 24-0010,GENERAL SERVICES & LOGISTICS CO.,35.0
83A8067D,2024-12-09,"CROSSOVER 4 1/2"" EUE PIN X 5 1/2"" LTC BOX",UNIT,17,SDO PERF 24-0010,INDUSTRIAL GLOBAL SOLUTIONS,34.57
9052416D,2024-12-13,POWER CABLE 3/C 3/0 AWG AL 80075°C 600V,METER,1600,SDO-NE-CP-02,GENERAL SERVICES & LOGISTICS CO.,35.11
D352F41E,2024-12-13,"COUPLING FOR 4"" DRAIN PUMP V-915",UNIT,1,1,GENERAL SERVICES & LOGISTICS CO.,35.3
FF02ECF1,2024-12-11,TIRES 10R22.5,UNIT,12,1,ELECTRA-NETWORK SUPPLY,35.54
E9C5CE0A,2024-12-11,TIRES 26570R16,UNIT,20,1,ELECTRA-NETWORK SUPPLY,166.82
E3319583,2024-12-11,TIRES 26570R17,UNIT,12,1,INDUSTRIAL GLOBAL SOLUTIONS,35.24
C6466D1D,2024-12-11,TIRES 750-R16,UNIT,4,1,GENERAL SERVICES & LOGISTICS CO.,34.41
C362BA41,2024-12-11,BRAKE FLUIDS,,4,1,INDUSTRIAL GLOBAL SOLUTIONS,27.75
3CC30DCA,2024-12-11,NR03 PATCH,UNIT,20,1,GENERAL SERVICES & LOGISTICS CO.,35.35
67B83889,2024-12-11,CEMENT VULCANIZING GLUE,UNIT,1,1,GENERAL SERVICES & LOGISTICS CO.,34.72
8247053A,2024-12-11,SILVERADO SPARK PLUGS,UNIT,16,1,ELECTRA-NETWORK SUPPLY,34.87
3890873D,2024-12-11,CHEYENNE SPARK PLUGS,UNIT,8,1,ELECTRA-NETWORK SUPPLY,34.42
F0E2C564,2024-12-11,SINGLE SILVERADO BELT 6PK2370,UNIT,2,1,INDUSTRIAL GLOBAL SOLUTIONS,35.11
DFCAEDEC,2024-12-11,BULBS H4,UNIT,10,1,ELECTRA-NETWORK SUPPLY,34.85
3F723255,2024-12-11,BULBS H11,UNIT,6,1,ELECTRA-NETWORK SUPPLY,34.89
F6E6A08D,2024-12-15,2000 KVA POWER TRANSFORMER; 34.5 KV; 480-277V,UNIT,1,1,INDUSTRIAL GLOBAL SOLUTIONS,34.69
BBC92A4F,2024-12-17,UBIQUITI ROCKET DISH 5G ANTENNA SUPPORT SUPPLY,UNIT,4,1,INDUSTRIAL GLOBAL SOLUTIONS,34.62
CD8367B3,2024-12-17,UBIQUITI ROCKET DISH 5G ANTENNA SUPPLY,UNIT,4,1,ELECTRA-NETWORK SUPPLY,35.66
DE772363,2024-12-17,FTP CABLE REEL SUPPLY,UNIT,2,1,ELECTRA-NETWORK SUPPLY,34.56
6FE30F3D,2024-12-17,UBIQUITI AIR FIBER 5 X XHD RADIO SUPPLY,UNIT,7,1,INDUSTRIAL GLOBAL SOLUTIONS,34.41
D93098D1,2024-12-17,OVERVOLTAGE PROTECTIONS ETHSP - G2,UNIT,8,1,GENERAL SERVICES & LOGISTICS CO.,34.61
BC738341,2024-12-23,GALVANIZED PIPE 3/4,UNIT,2,1,GENERAL SERVICES & LOGISTICS CO.,34.63
89E85DE9,2024-12-23,"TUBING 1/2"" STAINLESS STEEL",UNIT,2,1,ELECTRA-NETWORK SUPPLY,34.86
E1731495,2024-12-23,"QUICK OPENING VALVE 3/4"" BRONZE",UNIT,4,1,GENERAL SERVICES & LOGISTICS CO.,34.62
6D2EFFD7,2024-12-23,"2 3/4"" BLACK IRON BUSHING",UNIT,3,1,INDUSTRIAL GLOBAL SOLUTIONS,35.63
0CF0BC62,2024-12-23,"BLACK IRON NIPPLES 3/4""",UNIT,3,1,ELECTRA-NETWORK SUPPLY,35.68
E1ACA98B,2024-12-23,"BLACK IRON TEE 3/4""",UNIT,2,1,GENERAL SERVICES & LOGISTICS CO.,35.17
BDC6D3D0,2024-12-23,"3/4"" ODD X 3/4""NP ELBOW CONNECTORS WITH FERRULES",UNIT,12,1,INDUSTRIAL GLOBAL SOLUTIONS,34.97
C2845D57,2024-12-23,"STRAIGHT CONNECTORS WITH LUGS 3/4"" ODD X 3/4""NP",UNIT,2,1,GENERAL SERVICES & LOGISTICS CO.,35.62
1D60DD49,2024-12-23,"QUICK OPENING VALVE 1/2"" BRONZE",UNIT,5,1,ELECTRA-NETWORK SUPPLY,35.53
853C50B1,2024-12-23,"1/2"" STAINLESS STEEL CHECK VALVE 3000 PSI",UNIT,1,1,INDUSTRIAL GLOBAL SOLUTIONS,34.9
62EB6B61,2024-12-23,"BLACK IRON NIPPLES 1/2""",UNIT,4,1,INDUSTRIAL GLOBAL SOLUTIONS,34.79
DA733CB1,2024-12-23,"GALV 3/4"" UNIONS",UNIT,4,1,INDUSTRIAL GLOBAL SOLUTIONS,34.79
95696D53,2024-12-23,"1/2"" STAINLESS STEEL TYPE C/FERRULES CONNECTOR",UNIT,3,1,ELECTRA-NETWORK SUPPLY,34.44
95696D53,2024-12-23,"1/2"" STAINLESS STEEL TYPE C/FERRULES CONNECTOR",UNIT,3,1,INDUSTRIAL GLOBAL SOLUTIONS,35.64
126E1128,2024-12-23,ROD RODI ROT 95 MM 170 MM 43MM 22219 E 2,UNIT,2,1,ELECTRA-NETWORK SUPPLY,34.37
082EF48E,2024-12-23,BORNEMAN SUPPORTING RING 220-929 807-128,UNIT,2,1,INDUSTRIAL GLOBAL SOLUTIONS,35.22
4B2F2DAB,2024-12-23,BORNEMAN OIL SIGHT LEVEL GAUGE 233-007,UNIT,9,1,GENERAL SERVICES & LOGISTICS CO.,34.68
396C9C3F,2024-12-23,BORNEMAN O-RING 240-065,UNIT,1,1,GENERAL SERVICES & LOGISTICS CO.,35.36
AED0A07F,2024-12-23,BORNEMAN O-RING 240-066,UNIT,4,1,ELECTRA-NETWORK SUPPLY,34.7
90407757,2024-12-23,BORNEMAN O-RING 240-100 1197-97-004-200,UNIT,2,1,GENERAL SERVICES & LOGISTICS CO.,35.11
D040E365,2024-12-23,"BORNEMAN SEAL RING 242-062- 56,57,58",UNIT,5,1,GENERAL SERVICES & LOGISTICS CO.,34.9
5EBCF3D8,2024-12-23,BORNEMAN SEAL RING 242-437- 284,UNIT,4,1,ELECTRA-NETWORK SUPPLY,34.62
1FD6AD77,2024-12-23,"BUSHING, SPCR,1191 - 823-0913, BMAN",UNIT,1,1,GENERAL SERVICES & LOGISTICS CO.,35.4
E4CFD979,2024-12-23,"SEAL, MECH,HSHJ97/100G179, BURGM",UNIT,4,1,INDUSTRIAL GLOBAL SOLUTIONS,35.15
9AEA11D3,2024-12-24,RUBBER SPLICING TAPE 23,ROLL,50,1,GENERAL SERVICES & LOGISTICS CO.,26.48
D2EFDF01,2024-12-24,ELECTRICAL TAPE 33,ROLL,50,1,GENERAL SERVICES & LOGISTICS CO.,13.7
4C5CB0A5,2024-12-24,INTERRUPTOR DOBLE,UNIT,1,1,ELECTRA-NETWORK SUPPLY,34.97
0143330C,2024-12-24,CURRENT INTAKE,UNIT,3,1,INDUSTRIAL GLOBAL SOLUTIONS,35.19
2BCA22AF,2024-12-24,GASKET SHEET,,14,1,ELECTRA-NETWORK SUPPLY,1.81
BBBA9C1C,2024-12-24,DUPLEX PLATE,UNIT,3,1,INDUSTRIAL GLOBAL SOLUTIONS,35.45
1D32909A,2024-12-24,TERMINAL FORK TYPE NUMBER 14,UNIT,160,1,GENERAL SERVICES & LOGISTICS CO.,13.45
9052416D,2024-12-24,POWER CABLE 3/C 3/0 AWG AL 80075°C 600V,METER,33,1,INDUSTRIAL GLOBAL SOLUTIONS,34.9
1656FC73,2024-12-24,TERMINAL TYPE BARRACUDA BIMETAL DOUBLE EYE FOR 500 MCM CABLE,UNIT,6,1,INDUSTRIAL GLOBAL SOLUTIONS,13.11
F19C2F26,2024-12-24,TERMINAL TYPE BARRACUDA BIMETAL DOUBLE EYE FOR 350 MCM CABLE,UNIT,12,1,ELECTRA-NETWORK SUPPLY,13.44
DE86A9F4,2024-12-24,LED LAMP OF 60 W,UNIT,3,1,ELECTRA-NETWORK SUPPLY,35.01
F6E6A08D,2024-12-25,2000 KVA POWER TRANSFORMER; 34.5 KV; 480-277V,UNIT,1,1,INDUSTRIAL GLOBAL SOLUTIONS,35.14
A637D8CD,2024-12-26,LEATHER GLOVES,PAIR,12,1,INDUSTRIAL GLOBAL SOLUTIONS,3.65
6C654839,2024-12-26,PVC DOTTED COTTON GLOVE,,72,1,INDUSTRIAL GLOBAL SOLUTIONS,0.84
AA4106FB,2024-12-26,"FREQUENCY DRIVE 100 HP, 480V, 60 HZ, 138A, VDF1100C43A-00 MODEL",EQUIPMENT,8,1,ELECTRA-NETWORK SUPPLY,11000.0
A0ABF290,2024-12-27,CAUSTIC SODA,SACK,60,TYPO,GENERAL SERVICES & LOGISTICS CO.,34.84
A5E39AB8,2024-12-27,XCD POLYMER,SACK,170,TYPO,ELECTRA-NETWORK SUPPLY,35.64
DB44835B,2024-12-27,POWER SUPPLY SUPPLY (DLN6781),EQUIPMENT,4,SDO-FO-ADC-02,ELECTRA-NETWORK SUPPLY,34.84
89CBFC98,2024-12-27,PGCP 8000/GCM 8000 SUPPLY (DLN 6569),EQUIPMENT,2,SDO-FO-ADC-02,GENERAL SERVICES & LOGISTICS CO.,35.11
E14EFBC7,2024-12-27,TTA-TOWER TOP AMPLIFIER GTR-8000 SUPPLY,EQUIPMENT,1,SDO-FO-ADC-02,INDUSTRIAL GLOBAL SOLUTIONS,35.56
3836F9CA,2024-12-27,CMU CONTROL MONITORING DS428E81101C48 SUPPLY,EQUIPMENT,1,SDO-FO-ADC-02,INDUSTRIAL GLOBAL SOLUTIONS,35.66
E32C8E15,2024-12-27,14 VDC 15 AMP POWER SUPPLY FOR APX 5500 BASE RADIO,EQUIPMENT,2,SDO-FO-ADC-02,GENERAL SERVICES & LOGISTICS CO.,34.89
25BFE05B,2024-12-27,IMPRES 2 LION TIA4950 BATTERY SUPPLY,EQUIPMENT,30,SDO-FO-ADC-02,GENERAL SERVICES & LOGISTICS CO.,319.22
295A2F1C,2024-12-27,"VFD 100 HP, 400-480V, 60HZ, 138A, VFD1100C43A-00 DELTA MODEL",UNIT,10,SDO-NE-CP-02,ELECTRA-NETWORK SUPPLY,35.41
9AEA11D3,2024-12-27,RUBBER SPLICING TAPE 23,ROLL,34,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,26.48
D2EFDF01,2024-12-27,ELECTRICAL TAPE 33,ROLL,45,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,13.7
6416A515,2024-12-27,TERMINAL TYPE BARRACUDA 2/0,UNIT,20,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,13.32
932DEE17,2024-12-27,TERMINAL BARRACUDA FOR 3/0 CABLE,UNIT,160,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,11.09
789AADE8,2024-12-27,TERMINAL 4/0,UNIT,110,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,13.25
5BAA4318,2024-12-27,INDUSTRIAL BREAKER OF 250 AMP,,13,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,675.83
036A38FE,2024-12-27,50 AMP THREE-POLE BREAKER,UNIT,4,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,35.32
CDE17855,2024-12-27,60 AMP TRIPOLAR BREAKER,UNIT,9,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,34.58
2F3B99AE,2024-12-27,30 AMP THREE-POLE BREAKER,UNIT,6,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,34.98
C912DC39,2024-12-27,20 AMP MONOPOLAR BREAKER,UNIT,16,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,35.27
1656FC73,2024-12-27,TERMINAL TYPE BARRACUDA BIMETAL DOUBLE EYE FOR 500 MCM CABLE,UNIT,18,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,13.22
507FF03E,2024-12-27,2/0 AWG TYPE CONNECTOR,UNIT,24,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,35.34
8B66F52D,2024-12-27,PHOTO CELL WITH BASE,,3,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,33.38
9D91AADD,2024-12-27,LED LAMPS FOR INTERIORS,UNIT,1,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,35.43
0143330C,2024-12-27,CURRENT INTAKE,UNIT,9,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,35.34
2E9F49CC,2024-12-27,NORMAL EXTINGUISHERS,UNIT,6,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,34.62
2BCA22AF,2024-12-27,GASKET SHEET,,50,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,1.81
8D9C2124,2024-12-27,MECHANICAL CAT FOR DOOR,UNIT,3,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,35.13
1656FC73,2024-12-27,TERMINAL TYPE BARRACUDA BIMETAL DOUBLE EYE FOR 500 MCM CABLE,UNIT,18,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,13.07
3EB32853,2024-12-27,INDUSTRIAL LED REFLECTOR 400 W,SET,15,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,34.76
932DEE17,2024-12-27,TERMINAL BARRACUDA FOR 3/0 CABLE,UNIT,50,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,11.09
6416A515,2024-12-27,TERMINAL TYPE BARRACUDA 2/0,UNIT,8,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,13.07
C912DC39,2024-12-27,20 AMP MONOPOLAR BREAKER,UNIT,8,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,35.47
036A38FE,2024-12-27,50 AMP THREE-POLE BREAKER,UNIT,2,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,34.76
CDE17855,2024-12-27,60 AMP TRIPOLAR BREAKER,UNIT,3,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,34.96
A87F792D,2024-12-27,LARGE BLACK TIRAP,UNIT,200,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,34.66
65AFF6E1,2024-12-27,BLACK MEDIUM TIRAP,PACKAGE,200,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,19.18
783D3FA5,2024-12-27,SMALL BLACK TIRAP,UNIT,200,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,35.08
2BCA22AF,2024-12-27,GASKET SHEET,,10,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,1.81
8B66F52D,2024-12-27,PHOTO CELL WITH BASE,,1,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,33.38
9D91AADD,2024-12-27,LED LAMPS FOR INTERIORS,UNIT,4,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,35.22
8D9C2124,2024-12-27,MECHANICAL CAT FOR DOOR,UNIT,1,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,35.06
854BA587,2024-12-27,15 AMP MONOPOLAR BREAKER,UNIT,8,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,35.48
18877A3B,2024-12-27,INSEPTICIDE SPRAY,UNIT,5,SDO-NE-CP-02,GENERAL SERVICES & LOGISTICS CO.,34.98
26EF527C,2024-12-28,BELT 5VX1120,UNIT,20,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,35.65
2EA913D9,2024-12-28,V-BELT 5VX-1180,UNIT,59,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,34.6
F19C2F26,2024-12-28,TERMINAL TYPE BARRACUDA BIMETAL DOUBLE EYE FOR 350 MCM CABLE,UNIT,12,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,13.14
1656FC73,2024-12-28,TERMINAL TYPE BARRACUDA BIMETAL DOUBLE EYE FOR 500 MCM CABLE,UNIT,18,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,13.36
1656FC73,2024-12-28,TERMINAL TYPE BARRACUDA BIMETAL DOUBLE EYE FOR 500 MCM CABLE,UNIT,10,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,13.37
D8082619,2024-12-28,OIL LEVEL VIEWER 3/4 NPT,UNIT,5,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,15.36
449F3A49,2024-12-28,TERMINAL CAP 35 KV FOR 4/0 CABLE,UNIT,6,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,13.25
53DD5265,2024-12-28,TRIPOLAR CIRCUIT BREAKER MOLDED CASE 250 A,UNIT,5,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,35.29
2F3B99AE,2024-12-28,30 AMP THREE-POLE BREAKER,UNIT,2,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,34.35
9AEA11D3,2024-12-28,RUBBER SPLICING TAPE 23,ROLL,17,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,26.48
D2EFDF01,2024-12-28,ELECTRICAL TAPE 33,ROLL,18,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,13.7
65AFF6E1,2024-12-28,BLACK MEDIUM TIRAP,PACKAGE,6,SDO-PERF-24-001,GENERAL SERVICES & LOGISTICS CO.,19.18
2BEA3B16,2024-12-28,INSULATED TERMINAL BLUE COLOR,UNIT,75,SDO-PERF-24-001,INDUSTRIAL GLOBAL SOLUTIONS,13.47
0754BE5C,2024-12-28,1/8 NPT BREATHING VALVE,UNIT,5,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,34.91
056C2221,2024-12-28,SEAL IN V VA-080,SET,5,SDO-PERF-24-001,ELECTRA-NETWORK SUPPLY,35.56
F6E6A08D,2024-12-28,2000 KVA POWER TRANSFORMER; 34.5 KV; 480-277V,UNIT,1,1,ELECTRA-NETWORK SUPPLY,34.67
932DEE17,2024-12-29,TERMINAL BARRACUDA FOR 3/0 CABLE,UNIT,214,SDO-FO-ADC-02,GENERAL SERVICES & LOGISTICS CO.,11.09
A87F792D,2024-12-29,LARGE BLACK TIRAP,UNIT,13,SDO-FO-ADC-02,GENERAL SERVICES & LOGISTICS CO.,35.2
65AFF6E1,2024-12-29,BLACK MEDIUM TIRAP,PACKAGE,4,SDO-FO-ADC-02,ELECTRA-NETWORK SUPPLY,19.18
295A2F1C,2024-12-30,"VFD 100 HP, 400-480V, 60HZ, 138A, VFD1100C43A-00 DELTA MODEL",UNIT,10,NOT SPECIFIED,INDUSTRIAL GLOBAL SOLUTIONS,35.08
295A2F1C,2024-01-03,"VFD 100 HP, 400-480V, 60HZ, 138A, VFD1100C43A-00 DELTA MODEL",UNIT,2,SDO-NE-CP-02,INDUSTRIAL GLOBAL SOLUTIONS,34.95
A637D8CD,2025-01-06,LEATHER GLOVES,PAIR,36,SDO-NE-CP-02,INDUSTRIAL GLOBAL SOLUTIONS,3.65
0CE14085,2025-01-08,PROGRESSIVE CAVITY PUMPS 18-1600,UNIT,41,SDO-PERF-25-002,INDUSTRIAL GLOBAL SOLUTIONS,35.64
781539E4,2025-01-10,AFP-95B FILTERS SIZE 24X24X12,UNIT,72,96,GENERAL SERVICES & LOGISTICS CO.,47.19
78263024,2025-01-10,AFP-27 FILTERS SIZE 24X24X12,UNIT,12,96,INDUSTRIAL GLOBAL SOLUTIONS,47.17
D5BBABE0,2025-01-10,AFP-27 FILTERS SIZE 24X24X2,UNIT,60,96,ELECTRA-NETWORK SUPPLY,47.61
4D6F03A2,2025-01-10,WASHER WHIRPOOL BRAND,UNIT,1,SD,GENERAL SERVICES & LOGISTICS CO.,34.71
412952F2,2025-01-09,"167.5 KVA POWER TRANSFORMER, 34.5 KV/277 VOL, 60HZ",UNIT,1,95,INDUSTRIAL GLOBAL SOLUTIONS,35.53
D4C63EF7,2025-01-14,ENCAPSULATED THREE-PHASE 75 KVA TRANSFORMER,UNIT,1,SDO-FO-ADC-02,ELECTRA-NETWORK SUPPLY,35.61
D4C63EF7,2025-01-14,ENCAPSULATED THREE-PHASE 75 KVA TRANSFORMER,UNIT,1,SDO-FO-ADC-02,ELECTRA-NETWORK SUPPLY,35.61
7A8DBBE1,2025-01-14,X/O 3-1/2 EUE PIN X 5-1/2 LTC BOX,UNIT,4,SDO-PERF-25-004,ELECTRA-NETWORK SUPPLY,34.82
5D901F1D,2025-01-15,900 AMP BATTERY,UNIT,10,SDO-FO-ADC-02,INDUSTRIAL GLOBAL SOLUTIONS,315.96
871B599D,2025-01-15,1150 AMP BATTERY,UNIT,10,SDO-FO-ADC-02,INDUSTRIAL GLOBAL SOLUTIONS,323.88
4664C50D,2025-01-17,DIESEL/GASOLINE 10W-30 OIL,DRUM,1,SDO-FO-ADC-02,INDUSTRIAL GLOBAL SOLUTIONS,15.74
D3DAE3F6,2025-01-17,DIESEL ENGINE OIL FILTER P/N 90915-30002 ALT W-6357,UNIT,10,SDO-FO-ADC-02,GENERAL SERVICES & LOGISTICS CO.,15.8
F5D7C8A9,2025-01-17,BATTERY FOR K802N UPS MODEL,UNIT,48,SDO-FO-ADC-02,GENERAL SERVICES & LOGISTICS CO.,322.76
1656FC73,2025-01-22,TERMINAL TYPE BARRACUDA BIMETAL DOUBLE EYE FOR 500 MCM CABLE,UNIT,18,NOT SPECIFIED,ELECTRA-NETWORK SUPPLY,13.34
